,Instance_ID,Hardship,Justify,Oct_7_Attack,Conflict_Year,Date,Source,Article_ID,Entity,Side,Civilian_Status,Location,Phrases
1223,IG_Hard_1224 ID_Past Conflicts_AJE_341,Casualties,"Mariam Guneed describes losing many children in wars, which indicates casualties as the most severe hardship in her story.",No,2014,23 July 2014,AJE,ID_Past Conflicts_AJE_341,Mariam Guneed,Palestine,Civilian,Gaza,"{'My children are used to this war. They have grown up with the sound of bombs,"" said Mariam Guneed, 39, a mother of eight. ""We must have many children here, because we lose so many in the wars,'}"
1224,IG_Hard_1225 ID_Past Conflicts_AJE_341,Vulnerable and Affected Groups,"Nisreen is a newborn in Gaza, described as being born into a country under siege, exposed to the dangers of bombardment and conflict, making her part of a highly vulnerable group, but there is no direct mention of casualties or more severe hardship in her story.",No,2014,23 July 2014,AJE,ID_Past Conflicts_AJE_341,Nisreen,Palestine,Civilian,Gaza,{'At just 30 minutes old Nisreen has been born into a country under siege'}
1225,IG_Hard_1226 ID_Past Conflicts_AJE_344,"Deprivation, Malnutrition and Hunger","Najla Juha and her children are experiencing severe deprivation, lacking mattresses, food, clothes, and basic necessities after fleeing their home due to bombing. This deprivation is the most severe hardship in her story, as there is no mention of casualties or direct injuries to her or her children.",No,2014,23 July 2014,AJE,ID_Past Conflicts_AJE_344,36-year-old Najla Juha,Palestine,Civilian,Gaza,"{""36-year-old Najla Juha, a mother of 10, sent her children to their grandmother's house. They were too scared to stay here, she said.""}"
1226,IG_Hard_1227 ID_Past Conflicts_AJE_344,Displacement and Refugees,"Archbishop Alexios's story centers on his efforts to help scores of Palestinian families who have sought refuge in his church due to the ongoing Israeli assault, which has caused mass displacement and forced thousands to flee their homes.",No,2014,23 July 2014,AJE,ID_Past Conflicts_AJE_344,Archbishop Alexios,Palestine,Civilian,Gaza,"{""Gaza's Greek Orthodox Archbishop Alexios, has not had much sleep in the past few days. He has been busy ensuring that scores of Palestinian families that sought refuge in his church, the Church of Saint Prophyrius, are getting all the help they need.""}"
1227,IG_Hard_1228 ID_Past Conflicts_AJE_344,Displacement and Refugees,"Nadia al-Jamal and her family were forced to flee their home due to intensified bombing, and ended up seeking refuge in overcrowded shelters, which is a clear case of displacement and becoming refugees.",No,2014,23 July 2014,AJE,ID_Past Conflicts_AJE_344,Nadia al-Jamal,Palestine,Civilian,Gaza,"{'Nadia al-Jamal, 20, is another Palestinian who was forced to flee the Shaaf neighbourhood when the bombing intensified. ""We were all huddled in the living room when Israeli tank shells were bombing - unable to go anywhere,"" Jamal said.'}"
1228,IG_Hard_1229 ID_Past Conflicts_AJE_344,Displacement and Refugees,"Umm Amjad Shalah and her family were forced to flee their home due to bombing and sought refuge in a church, experiencing displacement and the hardships of being refugees.",No,2014,23 July 2014,AJE,ID_Past Conflicts_AJE_344,Umm Amjad Shalah,Palestine,Civilian,Gaza,"{'Umm Amjad Shalah, a mother of nine, has run out of options in finding a sanctuary where her family members feel protected. She is one of the many families who sought refuge in the Roman Orthodox Church.'}"
1229,IG_Hard_1230 ID_Past Conflicts_AJE_345,Casualties,"The story of 'One other soldier' is that he remains missing but is presumed dead, which constitutes a casualty and is the most severe hardship mentioned in his narrative.",No,2014,23 July 2014,AJE,ID_Past Conflicts_AJE_345,One other soldier,Israel,Military,Israel,"{'One other soldier remains missing, but is presumed dead'}"
1230,IG_Hard_1231 ID_Past Conflicts_AJE_347,Casualties,"Aziza Msabah describes airstrikes hitting houses and collapsing them on residents, and the article details that these attacks killed at least 17 Palestinians and injured dozens, making casualties the most severe hardship in her story.",No,2014,23 July 2014,AJE,ID_Past Conflicts_AJE_347,Aziza Msabah,Palestine,Civilian,Gaza,"{'""The airplanes and airstrikes are all around us,\'\' said Aziza Msabah, a resident. ""They are hitting the houses, which are collapsing upon us.""'}"
1231,IG_Hard_1232 ID_Past Conflicts_AJE_349,Casualties,"The story of 'One more soldier' is that he has been listed as missing and is believed to be dead, which constitutes a casualty and is the most severe hardship mentioned in his narrative.",No,2014,24 July 2014,AJE,ID_Past Conflicts_AJE_349,One more soldier,Israel,Military,Israel,{'One more soldier has been listed as missing and is believed to be dead.'}
1232,IG_Hard_1233 ID_Past Conflicts_AJE_352,Casualties,"Mohammed al-Aaraj, 25, was shot dead by Israeli police during protests, which is the most severe hardship described in his story.",No,2014,24 July 2014,AJE,ID_Past Conflicts_AJE_352,"Mohammed al-Aaraj, 25",Palestine,Civilian,West Bank,"{'Palestinian security and medical officials named one of the men as Mohammed al-Aaraj, 25, who was among thousands of people clashing with soldiers and border police in Qalandia, between Jerusalem and Ramallah.'}"
1233,IG_Hard_1234 ID_Past Conflicts_AJE_352,Casualties,"The most severe hardship in the story of 'one more soldier' is that he is listed as missing and is believed to be dead, which constitutes a casualty.",No,2014,24 July 2014,AJE,ID_Past Conflicts_AJE_352,One more soldier,Israel,Military,Israel,{'One more soldier has been listed as missing and is believed to be dead.'}
1234,IG_Hard_1235 ID_Past Conflicts_AJE_355,Casualties,"The story of Mohammad Al Araj, 17, centers on his funeral, indicating he was killed. Death is the most severe hardship mentioned in his narrative.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_355,"Mohammad Al Araj, 17",Palestine,Civilian,West Bank,"{'The funeral for one, Mohammad Al Araj, 17, was held in Qalandia refugee camp'}"
1235,IG_Hard_1236 ID_Past Conflicts_AJE_355,Casualties,"The individual's story centers on being one of the Palestinians killed during clashes with Israeli soldiers in Beit Ummar, which is the most severe hardship described.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_355,One of those killed [in Beit Ummar],Palestine,Civilian,West Bank,{'One of those killed reportely worked for the Defence for Children International charity'}
1236,IG_Hard_1237 ID_Past Conflicts_AJE_355,"Deprivation, Malnutrition and Hunger","Samir Natsheh's story highlights the deprivation of the right to pray due to Israeli government actions, which is a form of deprivation. No more severe hardship such as casualties or imprisonment is directly mentioned in his narrative.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_355,Samir Natsheh,Palestine,Civilian,Other,"{'said Samir Natsheh, one of the worshippers praying on the street near Al-Aqsa mosque'}"
1237,IG_Hard_1238 ID_Past Conflicts_AJE_355,Casualties,"The story of the 22-year-old centers on his killing by Israeli soldiers during a protest, which is the most severe hardship mentioned.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_355,a 22-year-old,Palestine,Civilian,West Bank,"{'Israeli soldiers open fire, killing a 22-year-old'}"
1238,IG_Hard_1239 ID_Past Conflicts_AJE_355,Casualties,"The 18-year-old was shot dead by an Israeli settler, which is a clear case of casualties and is the most severe hardship in the individual's story.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_355,an 18-year-old,Palestine,Civilian,West Bank,{'an Israeli settler shot dead an 18-year-old'}
1239,IG_Hard_1240 ID_Past Conflicts_AJE_356,Casualties,"Oron Shaul was reported killed in Gaza, which is the most severe hardship mentioned in his story, surpassing his being taken hostage or his body not being recovered.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_356,Oron Shaul,Israel,Military,Gaza,"{'The Israeli army said that its missing soldier, Oron Shaul, had been killed in Gaza. Hamas claimed to have taken him hostage on Sunday, and his body has not been recovered.'}"
1240,IG_Hard_1241 ID_Past Conflicts_AJE_359,Casualties,"Mohammad Al Araj was shot dead by an Israeli soldier during protests, which is the most severe hardship described in his story.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_359,Mohammad Al Araj,Palestine,Civilian,West Bank,"{'Mohammad Al Araj turned 17 on Thursday, with a bright future ahead of him and hopes of studying to be a hotel manager. A day later he was buried in Qalandia, having been shot by an Israeli soldier during protests against the invasion of Gaza.'}"
1241,IG_Hard_1242 ID_Past Conflicts_AJE_360,Casualties,"Oron Shaul is reported as having been killed in Gaza during an attack on an APC, which is the most severe hardship mentioned in his story.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_360,Oron Shaul,Israel,Military,Gaza,"{'the missing soldier, Oron Shaul, had been killed in Gaza, in an attack on an APC'}"
1242,IG_Hard_1243 ID_Past Conflicts_AJE_360,Casualties,"Salah Hassanein and two of his sons were killed in an Israeli strike, which is the most severe hardship (Casualties) mentioned in his story.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_360,Salah Hassanein,Palestine,Military,Gaza,"{'One Israeli strike killed Salah Hassanein, a senior official from the Islamic Jihad group'}"
1243,IG_Hard_1244 ID_Past Conflicts_AJE_360,Casualties,"The story of the Thai migrant worker is that he was killed by rockets fired from Gaza into Israel, which is the most severe hardship mentioned.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_360,a Thai migrant worker,Israel,Civilian,Israel,{'Rockets fired from Gaza into Israel have killed...a Thai migrant worker'}
1244,IG_Hard_1245 ID_Past Conflicts_AJE_363,Casualties,"The individual's story describes her being fatally wounded and dying on the operating table, which is a case of casualties.",No,2014,25 July 2014,AJE,ID_Past Conflicts_AJE_363,her mother,Palestine,Civilian,Gaza,{'her mother was fatally wounded in an Israeli air raid'}
1245,IG_Hard_1246 ID_Past Conflicts_AJE_365,"Deprivation, Malnutrition and Hunger","Iftekhar Abu Ouda's story centers on the destruction of her home by Israeli shelling, resulting in the loss of her family's shelter and possessions. While casualties are mentioned elsewhere in the article, within her specific story, the most severe hardship is the deprivation caused by the destruction of her home and loss of livelihood.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_365,"Iftekhar Abu Ouda, 46",Palestine,Civilian,Gaza,"{'""My home! My home!"" yelled Iftekhar Abu Ouda, 46, as she ran down an alley to inspect her home. She burst into tears after seeing that two Israeli shells had hit the roof and back exterior wall. ""I have been working for 23 years and my husband as well to build this home,"" she said. ""This is not a life. What did we do to Israel in order to destroy our home?""'}"
1246,IG_Hard_1247 ID_Past Conflicts_AJE_365,Casualties,"Ra'isa Abu Harbeed witnessed a bombing that resulted in many deaths, including seeing a dead baby, and her husband was injured while her brother-in-law lost his leg. The presence of multiple deaths makes 'Casualties' the most severe hardship in her story.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_365,"Ra'isa Abu Harbeed, 33",Palestine,Civilian,Gaza,"{'""When we were gathering, a shell landed in the playground¦ another shell followed. We ran out, but a third shell hit the street as if they want to keep us inside,"" said Ra\'isa Abu Harbeed, 33, who witnessed the bombing. Harbeed returned to the school when the temporary ceasefire took effect to collect some of her family\'s belongings, before returning to another shelter in Jabaliya, a refugee camp in the northern Gaza Strip. ""My husband was injured, my brother-in-law lost his leg¦ there were many dead and I saw a baby among them,"" she said, as she collected clothes.'}"
1247,IG_Hard_1248 ID_Past Conflicts_AJE_365,Displacement and Refugees,"Sareya al-Massri and her family were forced to flee their home due to intense Israeli shelling, and are now living in a refugee camp after their house was destroyed by an airstrike. The most severe hardship in her story is displacement and becoming refugees.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_365,Sareya al-Massri,Palestine,Civilian,Gaza,"{'For Sareya al-Massri, the truce provided a rare window to return home to collect clothes for her 10 children. ""Nothing is left. We lost everything,"" said al-Massri, wiping away tears with a white tissue as she surveyed what was once her three-storey home in Beit Hanoun in northern Gaza. Al-Massri fled her home last week under intense Israeli shelling. She is now living at Gaza City\'s Beach refugee camp with her husband, children and grandchildren. The family\'s house sits in ruins after it was hit by an Israeli F-16 missile. ""My husband doesn\'t yet know¦ I don\'t know how I\'m going to tell him,"" she said.'}"
1248,IG_Hard_1249 ID_Past Conflicts_AJE_365,Casualties,"Tamer Nasser is identified as a recovered body from the rubble, indicating he was killed in the bombing, which is the most severe hardship (Casualties).",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_365,Tamer Nasser,Palestine,Civilian,Gaza,{'The first recovered body - a young man named Tamer Nasser - was found and rushed onto a stretcher to the ambulance.'}
1249,IG_Hard_1250 ID_Past Conflicts_AJE_367,Imprisonment and Detention,"The story mentions that Aziz Dweik, the Palestinian parliament speaker and Hamas member, was arrested by Israel after the 2012 ceasefire was violated. This is the most severe hardship directly associated with Aziz Dweik in the article.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_367,Palestinian parliament speaker and [Hamas member Aziz Dweik],Palestine,Government,West Bank,{'Arrests included Palestinian parliament speaker and [Hamas member Aziz Dweik]'}
1250,IG_Hard_1251 ID_Past Conflicts_AJE_368,Imprisonment and Detention,"George's story includes the fact that his father was arrested three times during the first Intifada, which is the most severe hardship mentioned in his narrative.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_368,George,Palestine,Civilian,West Bank,"{""George, a professional in his mid-30s who also used a pseudonym, told Al Jazeera he was disappointed by the small turnout at Monday's demonstration.""}"
1251,IG_Hard_1252 ID_Past Conflicts_AJE_368,Imprisonment and Detention,"Nasser was arrested nearly a dozen times for his political activities, which is the most severe hardship directly mentioned in his story.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_368,Nasser,Palestine,Civilian,West Bank,"{'Nasser, who used a pseudonym for fear of repercussions, told Al Jazeera. A veteran of the first Intifada, Nasser was arrested nearly a dozen times for his political activities.'}"
1252,IG_Hard_1253 ID_Past Conflicts_AJE_368,Casualties,"The story of 'one man' is that he was killed during clashes with Israeli soldiers, which is the most severe hardship mentioned.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_368,one man,Palestine,Civilian,West Bank,{'One man was killed'}
1253,IG_Hard_1254 ID_Past Conflicts_AJE_369,Displacement and Refugees,"Iftekhar Abu Ouda's story centers on the destruction of her home by Israeli shelling, resulting in her displacement. While emotional distress and property loss are present, the most severe hardship is the forced displacement due to her home being rendered uninhabitable.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_369,Iftekhar Abu Ouda,Palestine,Civilian,Gaza,"{'""My home! My home!"" yelled Iftekhar Abu Ouda, 46, as she ran down an alley to inspect her home. She burst into tears after seeing that two Israeli shells had hit the roof and back exterior wall. ""I have been working for 23 years and my husband as well to build this home,"" she said. ""This is not a life. What did we do to Israel in order to destroy our home?""'}"
1254,IG_Hard_1255 ID_Past Conflicts_AJE_369,Casualties,"Ra'isa Abu Harbeed's story includes witnessing the killing of at least 16 displaced Palestinians, seeing many dead including a baby, and severe injuries to her husband and brother-in-law, making casualties the most severe hardship.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_369,Ra'isa Abu Harbeed,Palestine,Civilian,Gaza,"{'""When we were gathering, a shell landed in the playground¦ another shell followed. We ran out, but a third shell hit the street as if they want to keep us inside,"" said Ra\'isa Abu Harbeed, 33, who witnessed the bombing. Harbeed returned to the school when the temporary ceasefire took effect to collect some of her family\'s belongings, before returning to another shelter in Jabaliya, a refugee camp in the northern Gaza Strip. ""My husband was injured, my brother-in-law lost his leg¦ there were many dead and I saw a baby among them,"" she said, as she collected clothes.'}"
1255,IG_Hard_1256 ID_Past Conflicts_AJE_369,Displacement and Refugees,"Sareya al-Massri and her family lost their home to an airstrike and are now living in a refugee camp, indicating forced displacement and refugee status as the most severe hardship in her story.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_369,Sareya al-Massri,Palestine,Civilian,Gaza,"{'For Sareya al-Massri, the truce provided a rare window to return home to collect clothes for her 10 children. ""Nothing is left. We lost everything,"" said al-Massri, wiping away tears with a white tissue as she surveyed what was once her three-storey home in Beit Hanoun in northern Gaza. Al-Massri fled her home last week under intense Israeli shelling. She is now living at Gaza City\'s Beach refugee camp with her husband, children and grandchildren. The family\'s house sits in ruins after it was hit by an Israeli F-16 missile. ""My husband doesn\'t yet know¦ I don\'t know how I\'m going to tell him,"" she said.'}"
1256,IG_Hard_1257 ID_Past Conflicts_AJE_369,Casualties,"Tamer Nasser is identified as a recovered body from the rubble, indicating he was killed in the bombing, which is the most severe hardship mentioned in his story.",No,2014,26 July 2014,AJE,ID_Past Conflicts_AJE_369,Tamer Nasser,Palestine,Civilian,Gaza,{'The first recovered body - a young man named Tamer Nasser - was found and rushed onto a stretcher to the ambulance.'}
1257,IG_Hard_1258 ID_Past Conflicts_AJE_373,Casualties,"The story of the Christian woman includes her death as a result of her house being struck by an Israeli bomb, which is the most severe hardship mentioned.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_373,a Christian woman,Palestine,Civilian,Gaza,{'a Christian woman whose house in Gaza City was struck by an Israeli bomb'}
1258,IG_Hard_1259 ID_Past Conflicts_AJE_374,"Deprivation, Malnutrition and Hunger","Abuel Bara's story highlights deprivation due to the siege, including lack of spare parts for his shaving machine (his only source of income), and the broader context of food, water, and essential supplies shortages affecting his ability to provide for his family.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_374,29-year-old barber Abuel Bara,Palestine,Civilian,Gaza,"{'says 29-year-old barber Abuel Bara. ""Before we would buy it from tunnel merchants, but tunnels are now closed."" The machine provides the only income to feed his two daughters, wife, parents and siblings, he says.'}"
1259,IG_Hard_1260 ID_Past Conflicts_AJE_374,"Deprivation, Malnutrition and Hunger","Abu Haytam is described as searching for basic food items for his family, expressing uncertainty about the future, and noting that without electricity, they cannot store meat or chicken, indicating significant food insecurity and deprivation.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_374,"Abu Haytam, a father of eight",Palestine,Civilian,Gaza,"{'Abu Haytam, a father of eight, stood at a market looking for pasta and lentils. He said he didn\'t know what would happen in the coming days: ""With electricity out, we can\'t buy meat or chicken, it will rot too quickly in the heat,"" he said.'}"
1260,IG_Hard_1261 ID_Past Conflicts_AJE_374,"Deprivation, Malnutrition and Hunger","The most severe hardship in the story of the woman from a family of 20 is the lack of basic necessities such as food, water, bedding, and clothing, indicating deprivation and potential malnutrition. While her home was destroyed, the ongoing deprivation of essential resources is the most severe hardship described.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_374,"Another woman, from a family of 20 people",Palestine,Civilian,Gaza,"{'Another woman, from a family of 20 people, cries as she tries to dig through the rubble of her house. ""Lifetimes of personal and household belongings are gone, with one Israeli missile. Where can we go? We have no food, water, bedding or extra clothes,"" she says.'}"
1261,IG_Hard_1262 ID_Past Conflicts_AJE_374,Displacement and Refugees,"Umm Ahmed Abu Sahwish's home was demolished, leaving her with only stones and no place to live, which is a clear case of displacement. While the story mentions casualties elsewhere, the most severe hardship directly connected to her narrative is the loss of her home and displacement.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_374,Umm Ahmed Abu Sahwish,Palestine,Civilian,Gaza,"{'Umm Ahmed Abu Sahwish holds stones in her hands. They are now all that\'s left of her demolished home. ""My home is gone and only stones remain,"" the 65-year-old says.'}"
1262,IG_Hard_1263 ID_Past Conflicts_AJE_374,Casualties,"Umm Hesham's story includes her son helping her avoid stepping on bodies, and references to mass casualties and bodies being pulled from rubble, indicating that the most severe hardship is the large number of deaths (casualties) in her vicinity.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_374,Umm Hesham,Palestine,Civilian,Gaza,"{'""This is more ominous than Sabra and Shatila,"" says Umm Hesham, referring to the killing of about 2,000 Palestinian refugees in the Beirut-area refugee camps in 1982, as her son helps her avoid stepping on bodies.'}"
1263,IG_Hard_1264 ID_Past Conflicts_AJE_374,"Deprivation, Malnutrition and Hunger","The story of the man who generally sells water tanks highlights extreme difficulty in accessing water, with prices rising drastically, indicating severe deprivation and lack of basic necessities such as water, which is essential for survival.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_374,a man who generally sells water tanks,Palestine,Civilian,Gaza,{'a man who generally sells water tanks for 15 NIS ($4) is now asking for 100 NIS ($29).'}
1264,IG_Hard_1265 ID_Past Conflicts_AJE_374,Casualties,"The individual's story includes witnessing massive destruction, human remains scattered in the streets, and at least 120 Palestinians killed and hundreds more injured in Shujayea, as well as bodies being pulled from the rubble. The presence of casualties is the most severe hardship described.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_374,"a resident, who didn't give Al Jazeera his name",Palestine,Civilian,Gaza,"{'""I am 45 years old, and I have never seen destruction like this,"" says a resident, who didn\'t give Al Jazeera his name.'}"
1265,IG_Hard_1266 ID_Past Conflicts_AJE_375,Casualties,"The story of the Christian woman includes her death as a result of her house in Gaza City being struck by an Israeli bomb, which is a clear case of casualties.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_375,a Christian woman,Palestine,Civilian,Gaza,{'a Christian woman whose house in Gaza City was struck by an Israeli bomb'}
1266,IG_Hard_1267 ID_Past Conflicts_AJE_378,Casualties,"The story of the Christian woman centers on her house in Gaza City being struck by an Israeli bomb, resulting in her death. Death is the most severe hardship described.",No,2014,27 July 2014,AJE,ID_Past Conflicts_AJE_378,a Christian woman,Palestine,Civilian,Gaza,{'including a Christian woman whose house in Gaza City was struck by an Israeli bomb'}
1267,IG_Hard_1268 ID_Past Conflicts_AJE_381,Casualties,"Abu Amer's story includes surviving bombardment, fleeing her home, and risking her life for food, but the most severe hardship mentioned in her narrative is the killing of at least 120 Palestinians and the removal of dozens of dead bodies from the rubble in Shujayea, as well as the mourning of the dead by families.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_381,Abu Amer,Palestine,Civilian,Gaza,"{'Each time, I said goodbye to them as if it could have been the last time we saw each other.'}"
1268,IG_Hard_1269 ID_Past Conflicts_AJE_381,Displacement and Refugees,"Hayat Abu Amer and her family were forced to flee their home in Shujayea due to Israeli bombardment, making displacement the most severe hardship in her story, despite also facing food insecurity and danger.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_381,Hayat Abu Amer,Palestine,Civilian,Gaza,"{'For Hayat Abu Amer, the search for food has become a dangerous task under Israeli bombardment. The 47-year-old mother of 14 has regularly risked her life in search of sustenance, until her family was forced to flee the east Gaza neighbourhood of Shujayea on Sunday.'}"
1269,IG_Hard_1270 ID_Past Conflicts_AJE_381,Casualties,"Subhiya Hammoud's story includes the killing of her nephew, Muhammed Hammoud, and references to families mourning the dead, which constitutes casualties as the most severe hardship.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_381,Subhiya Hammoud,Palestine,Civilian,Gaza,"{'At the entrance to their home, an elderly woman sits on a plastic chair, guarding the doors. Subhiya Hammoud, the slain man\'s aunt, is a native of Beit Lahiya and has seen many rulers pass through the area. ""I saw the British, the Egyptians, the Israelis. We had Hamas and Fatah fighting, we had three wars from the Israelis. I am tired of wars,"" she tells Al Jazeera.'}"
1270,IG_Hard_1271 ID_Past Conflicts_AJE_381,Displacement and Refugees,"The individual's story describes her packing her belongings and leaving her house in northern Gaza, indicating forced displacement due to conflict.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_381,another woman,Palestine,Civilian,Gaza,"{'Another woman packed all her clothes into two big suitcases before she left her house in northern Gaza. ""I might have to lose my house, but at least I can save my wardrobe,"" she later told a surprised friend.'}"
1271,IG_Hard_1272 ID_Past Conflicts_AJE_381,Casualties,"The story centers on the mother of Muhammed Hammoud, whose son was killed by a missile strike. The loss of her son (a casualty) is the most severe hardship described.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_381,mother of Muhammed Hammoud,Palestine,Civilian,Gaza,"{'""I am so, so sad. He was my favourite, my most beloved, the youngest one. This missile was waiting especially for him,"" cries the mother of Muhammed Hammoud, a 20-year-old who was killed in the empty streets of Beit Lahiya.'}"
1272,IG_Hard_1273 ID_Past Conflicts_AJE_381,Displacement and Refugees,"The story of 'one woman' centers on her fleeing Shujayea due to Israeli shelling, which is a clear case of forced displacement. While other hardships are mentioned in the article, the most severe hardship directly related to this individual is displacement/refugee status.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_381,one woman,Palestine,Civilian,Gaza,"{'On the day she fled Shujayea, one woman recalls awakening at 6am, taking a bath, applying her makeup and donning her nicest clothes; her friend joked: ""Don\'t let the journalists see you.""'}"
1273,IG_Hard_1274 ID_Past Conflicts_AJE_381,Health and Medical Conditions,"The most severe hardship in the story of the two young men and their mother is the mother's life-threatening diabetic condition, which was exacerbated by the evacuation and lack of access to insulin. While displacement is also present, the immediate risk to life due to a medical condition is more severe.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_381,two young men and their mother,Palestine,Civilian,Gaza,"{'In one case, Farra recalls, two young men and their mother had to evacuate their home in Shujayea. The mother, who was diabetic, had forgotten her insulin at the house, so Farra\'s team retrieved it and brought it back to the hospital. ""Without one dose of insulin, she could have gone into hyperglycemia and died,"" Farra explains.'}"
1274,IG_Hard_1275 ID_Past Conflicts_AJE_382,Displacement and Refugees,"Abu Saber Jalees is described as having fled fighting to seek shelter at a school, indicating displacement due to conflict, which is the most severe hardship in his story.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_382,Abu Saber Jalees,Palestine,Civilian,Gaza,"{'""We are suffering and will suffer but we need our rights, our houses, our lands and our farms to return to us and we will not accept living a miserable life,"" said Abu Saber Jalees, who fled fighting to seek shelter at the school.'}"
1275,IG_Hard_1276 ID_Past Conflicts_AJE_382,Casualties,"The four-year-old boy died when tank shells hit his family's house, which is the most severe hardship (death) mentioned in his story.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_382,a four-year-old boy,Palestine,Civilian,Gaza,"{""A four-year-old boy died when tank shells hit his family's house in Jabalia, in the northern Gaza Strip, Gaza health officials said.""}"
1276,IG_Hard_1277 ID_Past Conflicts_AJE_382,Casualties,"The story of 'another person' is that they were killed by tank shelling in Jabalia, which is a direct case of casualties and is the most severe hardship mentioned.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_382,another person,Palestine,Civilian,Gaza,"{'Another person was killed by tank shelling in a separate incident, also in Jabalia.'}"
1277,IG_Hard_1278 ID_Past Conflicts_AJE_385,Displacement and Refugees,"Abu Saber Jalees is described as having fled fighting to seek shelter at a school, indicating displacement due to conflict, which is the most severe hardship in his story.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_385,Abu Saber Jalees,Palestine,Civilian,Gaza,"{'""We are suffering and will suffer but we need our rights, our houses, our lands and our farms to return to us and we will not accept living a miserable life,"" said Abu Saber Jalees, who fled fighting to seek shelter at the school.'}"
1278,IG_Hard_1279 ID_Past Conflicts_AJE_385,Casualties,"The most severe hardship in the four-year-old boy's story is his death caused by tank shelling, which constitutes a casualty.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_385,a four-year-old boy,Palestine,Civilian,Gaza,"{""A four-year-old boy died when tank shells hit his family's house in Jabaliya, in the northern Gaza Strip, Gaza health officials said.""}"
1279,IG_Hard_1280 ID_Past Conflicts_AJE_385,Casualties,"The story of 'another person' is that they were killed by tank shelling, which is a clear case of casualties and is the most severe hardship mentioned in their narrative.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_385,another person,Palestine,Civilian,Gaza,"{'Another person was killed by tank shelling in a separate incident, also in Jabaliya.'}"
1280,IG_Hard_1281 ID_Past Conflicts_AJE_386,Casualties,"Abu Amer's story includes direct references to the deaths of over 1,031 Palestinians, the killing of at least 120 Palestinians in Shujayea, and the mourning of dead family members, making 'Casualties' the most severe hardship mentioned in her narrative.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_386,Abu Amer,Palestine,Civilian,Gaza,"{'Each time, I said goodbye to them as if it could have been the last time we saw each other.'}"
1281,IG_Hard_1282 ID_Past Conflicts_AJE_386,Displacement and Refugees,"The story of 'Another woman' centers on her packing her belongings and leaving her house in northern Gaza, indicating she was forced to flee her home due to the conflict, which is a case of displacement.",No,2014,28 July 2014,AJE,ID_Past Conflicts_AJE_386,Another woman,Palestine,Civilian,Gaza,"{'Another woman packed all her clothes into two big suitcases before she left her house in northern Gaza. ""I might have to lose my house, but at least I can save my wardrobe,"" she later told a surprised friend.'}"
